"";"Kingdom";"Phylum";"Class";"Order";"Lineage";"Clade";"Tribe"
"Otu10588";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10589";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10590";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10591";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10592";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"Azospirillum";""
"Otu10593";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10594";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10595";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"";""
"Otu10596";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10597";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10598";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10599";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10600";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10601";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10602";"Bacteria";"Actinobacteria";"Actinobacteria";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"";""
"Otu10603";"Bacteria";"Actinobacteria";"Actinobacteria";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"";""
"Otu10604";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10605";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10606";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10607";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10608";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Acetobacteraceae";"Rhodopila";""
"Otu10609";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10610";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10611";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10612";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10613";"Bacteria";"Actinobacteria";"Actinobacteria";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"";""
"Otu10614";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10615";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Acetobacteraceae";"Rhodopila";""
"Otu10616";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10617";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10618";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10619";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10620";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10621";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10622";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Neisseriales";"Neisseriaceae";"Pseudogulbenkiania";""
"Otu10623";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Neisseriales";"Neisseriaceae";"";""
"Otu10624";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Neisseriales";"Neisseriaceae";"";""
"Otu10625";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Neisseriales";"Neisseriaceae";"";""
"Otu10626";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Neisseriales";"Neisseriaceae";"";""
"Otu10627";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Neisseriales";"Neisseriaceae";"Pseudogulbenkiania";""
"Otu10628";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Neisseriales";"Neisseriaceae";"";""
"Otu10629";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"betI-A_unclassified"
"Otu10630";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Neisseriales";"Neisseriaceae";"";""
"Otu10631";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10632";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10633";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10634";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10635";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu10636";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu10637";"Bacteria";"TM6";"TM6_unclassified";"TM6_unclassified";"TM6_unclassified";"";""
"Otu10638";"Bacteria";"Chloroflexi";"Anaerolineae";"Anaerolineales";"Anaerolineaceae";"Leptolinea";""
"Otu10639";"Bacteria";"Actinobacteria";"Actinobacteria";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"";""
"Otu10640";"Bacteria";"Actinobacteria";"Actinobacteria";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"";""
"Otu10641";"Bacteria";"Actinobacteria";"Actinobacteria";"Actinobacteria_unclassified";"Actinobacteria_unclassified";"";""
"Otu10642";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10643";"Bacteria";"Chloroflexi";"Anaerolineae";"Anaerolineales";"Anaerolineaceae";"";""
"Otu10644";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"betI-A_unclassified"
"Otu10645";"Bacteria";"Chloroflexi";"Anaerolineae";"Anaerolineales";"Anaerolineaceae";"";""
"Otu10646";"Bacteria";"Chloroflexi";"Anaerolineae";"Anaerolineales";"Anaerolineaceae";"";""
"Otu10647";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10648";"Bacteria";"Chloroflexi";"Anaerolineae";"Anaerolineales";"Anaerolineaceae";"";""
"Otu10649";"Bacteria";"Chloroflexi";"Anaerolineae";"Anaerolineales";"Anaerolineaceae";"";""
"Otu10650";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10651";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10652";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu10653";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Neisseriales";"Neisseriaceae";"";""
"Otu10654";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Neisseriales";"Neisseriaceae";"";""
"Otu10655";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10656";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10657";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10658";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10659";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10660";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10661";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10662";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10663";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10664";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10665";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10666";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10667";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10668";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10669";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10670";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10671";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10672";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Acetobacteraceae";"";""
"Otu10673";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10674";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10675";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10676";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10677";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10678";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10679";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10680";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10681";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10682";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10683";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10684";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10685";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10686";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10687";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10688";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10689";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10690";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10691";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10692";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10693";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10694";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10695";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10696";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10697";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Acetobacteraceae";"Oleomonas";""
"Otu10698";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10699";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10700";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10701";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10702";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10703";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10704";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10705";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"MND8";"";""
"Otu10706";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10707";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10708";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10709";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10710";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10711";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10712";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"DA111";"";""
"Otu10713";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10714";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10715";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"";""
"Otu10716";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"alfIII";"alfIII-A";"Sphingo"
"Otu10717";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10718";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10719";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10720";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10721";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10722";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_unclassified";"";""
"Otu10723";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillales_Incertae_Sedis";"Reyranella";""
"Otu10724";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu10725";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"betI-A_unclassified"
"Otu10726";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10727";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10728";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu10729";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10730";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu10731";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betVII";"betVII-B";"betVII-B1"
"Otu10732";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu10733";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betVII";"betVII_unclassified";"betVII_unclassified"
"Otu10734";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"betI-A_unclassified"
"Otu10735";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10736";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu10737";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10738";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu10739";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Comamonadaceae";"Pelomonas";""
"Otu10740";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betVII";"betVII_unclassified";"betVII_unclassified"
"Otu10741";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu10742";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10743";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10744";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10745";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu10746";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10747";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10748";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10749";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10750";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10751";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10752";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10753";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10754";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10755";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10756";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10757";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"betI-A_unclassified"
"Otu10758";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu10759";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Solimonadaceae";"";""
"Otu10760";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"gamV";"gamV-A";"Steno"
"Otu10761";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10762";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10763";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10764";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10765";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10766";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10767";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10768";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10769";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadales_unclassified";"";""
"Otu10770";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10771";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10772";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10773";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Rudaea";""
"Otu10774";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10775";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10776";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10777";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10778";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu10779";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"Burkholderiales_unclassified";"Burkholderiales_unclassified";"Burkholderiales_unclassified"
"Otu10780";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"Lhab-A4"
"Otu10781";"Bacteria";"Proteobacteria";"Betaproteobacteria";"Burkholderiales";"betI";"betI-A";"betI-A_unclassified"
"Otu10782";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"gamV";"gamV-A";"Steno"
"Otu10783";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10784";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10785";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10786";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"alfVIII";"alfVIII_unclassified";"alfVIII_unclassified";"alfVIII_unclassified"
"Otu10787";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Mizugakiibacter";""
"Otu10788";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Nevskiaceae";"Nevskia";""
"Otu10789";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadales_Incertae_Sedis";"Steroidobacter";""
